trial,value,running_mean
2634,98,247.12409867172676
2635,499,247.21965098634294
2636,117,247.17026924535458
2637,399,247.2278241091736
2638,285,247.24213717317164
2639,334,247.275
2640,271,247.28398333964407
2641,492,247.37660862982588
2642,211,247.362845251608
2643,76,247.2980332829047
2644,447,247.3735349716446
2645,152,247.33749055177626
2646,76,247.2727616169248
2647,22,247.18768882175226
2648,425,247.25481313703284
2649,63,247.18528301886792
2650,75,247.12033195020746
2651,278,247.13197586726997
2652,373,247.17941952506595
2653,24,247.09532780708363
2654,87,247.03502824858757
2655,438,247.10692771084337
2656,238,247.10350018818215
2657,474,247.18886380737396
2658,497,247.28281308762692
2659,378,247.33195488721805
2660,239,247.32882375046975
2661,249,247.32945154019535
2662,314,247.3544874202028
2663,234,247.34947447447448
2664,326,247.37898686679173
2665,323,247.40735183795948
2666,474,247.4923134608174
2667,69,247.42541229385307
2668,347,247.4627201198951
2669,89,247.40337078651686
2670,364,247.44702358667166
2671,458,247.52582335329342
2672,394,247.58062102506548
2673,266,247.58750934928946
2674,222,247.57794392523365
2675,461,247.6576980568012
2676,60,247.5875980575271
2677,347,247.62471994025393
2678,230,247.6181410974244
2679,15,247.5313432835821
2680,408,247.5911973144349
2681,460,247.6703952274422
2682,374,247.71748043235183
2683,69,247.65089418777944
2684,9,247.56201117318435
2685,141,247.5223380491437
2686,440,247.5939709713435
2687,45,247.5186011904762
2688,11,247.43064336184455
2689,143,247.3918215613383
2690,69,247.32552954292083
2691,403,247.38335809806836
2692,164,247.35239509840326
2693,149,247.3158871566444
2694,128,247.27161410018553
2695,310,247.29488130563797
2696,99,247.2398961809418
2697,241,247.2375833951075
2698,28,247.1563542052612
2699,321,247.1837037037037
2700,282,247.1965938541281
2701,272,247.2057735011103
2702,23,247.1228264890862
2703,20,247.03883136094674
2704,250,247.03992606284658
2705,75,246.97634885439763
2706,320,247.0033247137052
2707,118,246.95568685376662
2708,85,246.89590254706533
2709,252,246.89778597785977
2710,465,246.97823681298414
2711,144,246.94026548672565
2712,356,246.98046443051973
2713,305,247.00184229918938
2714,24,246.9197053406998
2715,303,246.940353460972
2716,266,246.94736842105263
2717,494,247.0382634289919
2718,246,247.03788157410813
2719,406,247.09632352941176
2720,369,247.14112458654907
2721,367,247.18515797207937
2722,405,247.24311421226588
2723,121,247.19676945668135
2724,0,247.10605504587156
2725,80,247.04475421863538
2726,34,246.96662999633295
2727,397,247.0216275659824
2728,55,246.95126419934041
2729,91,246.8941391941392
2730,178,246.86891248626875
2731,397,246.92386530014642
2732,295,246.9414562751555
2733,271,246.9502560351134
2734,104,246.89798903107862
2735,375,246.94480994152048
2736,407,247.00328827183048
2737,162,246.97224251278305
2738,163,246.94158451989776
2739,338,246.9748175182482
2740,419,247.0375775264502
2741,470,247.11889132020423
2742,118,247.07181917608457
2743,35,246.9945335276968
2744,448,247.06775956284153
2745,26,246.98725418790968
2746,364,247.02985074626866
2747,371,247.0749636098981
2748,219,247.06475081847944
2749,36,246.988
2750,167,246.95892402762632
2751,296,246.97674418604652
2752,369,247.02106792589902
2753,132,246.979302832244
2754,384,247.0290381125227
2755,264,247.03519593613933
2756,311,247.05839680812477
2757,152,247.02393038433647
2758,435,247.09206234142806
2759,6,247.00471014492754
2760,332,247.03549438609198
2761,294,247.0524981897176
2762,165,247.02280130293158
2763,182,246.99927641099856
2764,220,246.98951175406873
2765,474,247.07158351409979
2766,307,247.093241778099
2767,327,247.1221098265896
2768,116,247.07475622968582
2769,180,247.0505415162455
2770,114,247.00252616383978
2771,385,247.0523088023088
2772,41,246.9780021637216
2773,84,246.91925018024514
2774,191,246.8990990990991
2775,103,246.84726224783861
2776,265,246.85379906373785
2777,24,246.7735781137509
2778,267,246.78085642317382
2779,144,246.74388489208633
2780,205,246.72887450557354
2781,120,246.68332135154566
2782,13,246.599353215954
2783,242,246.5977011494253
2784,136,246.5579892280072
2785,192,246.5384063173008
2786,73,246.4761392177969
2787,275,246.48637015781924
2788,70,246.42309071351738
2789,367,246.4663082437276
2790,105,246.4156216409889
2791,219,246.40580229226362
2792,76,246.34479054779806
2793,141,246.30708661417322
2794,373,246.35241502683363
2795,174,246.32653791130187
2796,357,246.36610654272434
2797,102,246.3145103645461
2798,166,246.2858163629868
2799,5,246.19964285714286
2800,490,246.2866833273831
2801,55,246.21841541755887
2802,199,246.20156974669996
2803,407,246.2589158345221
2804,452,246.33226381461677
2805,408,246.38987883107626
2806,251,246.39152119700748
2807,152,246.35790598290598
2808,469,246.437166251335
2809,187,246.41601423487543
2810,5,246.33013162575597
2811,188,246.3093883357041
2812,289,246.32456452186278
2813,96,246.27114427860695
2814,185,246.249378330373
2815,316,246.27414772727272
2816,460,246.35001774937876
2817,115,246.30340667139816
2818,214,246.29194749911315
2819,28,246.21453900709218
2820,69,246.15171924849344
2821,413,246.210843373494
2822,426,246.27453064116187
2823,269,246.28257790368272
2824,331,246.3125663716814
2825,157,246.2809624911536
2826,393,246.33286169083834
2827,303,246.35289957567184
2828,138,246.31459879816188
2829,303,246.33462897526502
2830,194,246.31614270575767
2831,242,246.3146186440678
2832,11,246.23155665372397
2833,158,246.20042342978124
2834,307,246.22186948853616
2835,33,246.14668547249647
2836,354,246.1847021501586
2837,399,246.238548273432
2838,149,246.2042972877774
2839,155,246.17218309859155
2840,344,246.2066173882436
2841,216,246.1959887403237
2842,123,246.15265564544495
2843,296,246.1701828410689
2844,344,246.20456942003514
2845,247,246.20484891075193
2846,300,246.22374429223746
2847,62,246.15905898876406
2848,420,246.22007722007723
2849,237,246.21684210526317
2850,325,246.24447562258857
2851,1,246.1584852734923
2852,104,246.1086575534525
2853,278,246.1198318149965
2854,329,246.14886164623468
2855,253,246.15126050420167
2856,390,246.20161008050403
2857,82,246.1441567529741
2858,131,246.10388247639034
2859,166,246.07587412587412
2860,412,246.13386927647676
2861,269,246.14185883997206
2862,280,246.153684945861
2863,56,246.0872905027933
2864,178,246.0635253054101
2865,455,246.1364270760642
2866,206,246.1224276246948
2867,22,246.04428172942818
2868,356,246.08260718020216
2869,336,246.11393728222995
2870,393,246.16509926854755
2871,104,246.11559888579387
2872,497,246.20292377305952
2873,317,246.2275574112735
2874,146,246.1926956521739
2875,451,246.26390820584146
2876,266,246.2707681612791
2877,301,246.28978457261988
2878,139,246.25251823549843
2879,216,246.2420138888889
2880,161,246.2124262408886
2881,18,246.13324080499652
2882,206,246.1193201526188
2883,260,246.12413314840498
2884,346,246.1587521663778
2885,472,246.23700623700623
2886,408,246.2930377554555
2887,200,246.2770083102493
2888,253,246.27933541017654
2889,33,246.20553633217992
2890,241,246.20373573158076
2891,34,246.13035961272476
2892,271,246.13895610093329
2893,351,246.17519004837595
2894,96,246.12331606217617
2895,307,246.14433701657458
2896,235,246.1404901622368
2897,377,246.1856452726018
2898,322,246.21179717143843
2899,325,246.23896551724138
2900,305,246.25922095829026
2901,298,246.27705031013093
2902,383,246.3241474336893
2903,143,246.28856749311294
2904,392,246.33872633390706
2905,37,246.2666896077082
2906,246,246.26659786721706
2907,425,246.328060522696
2908,206,246.3141973186662
2909,322,246.340206185567
2910,486,246.42253521126761
2911,172,246.39697802197801
2912,47,246.3285272914521
2913,34,246.25566231983527
2914,139,246.2188679245283
2915,358,246.25720164609052
2916,76,246.19883441892355
2917,110,246.1521590130226
2918,124,246.11031175059952
2919,106,246.0623287671233
2920,476,246.141047586443
2921,119,246.09753593429159
2922,12,246.01744782757441
2923,62,245.9545143638851
2924,357,245.99247863247862
2925,318,246.01708817498292
2926,24,245.94123676118892
2927,308,245.96243169398906
2928,500,246.04916353704337
2929,423,246.10955631399318
2930,308,246.1306721255544
2931,13,246.0511596180082
2932,74,245.9924991476304
2933,349,246.0276073619632
2934,363,246.06746166950597
2935,122,246.025204359673
2936,373,246.06843718079674
2937,362,246.1078965282505
2938,169,246.08166042871724
2939,112,246.0360544217687
2940,53,245.9704182250935
2941,194,245.95275322909586
2942,470,246.02888209310228
2943,433,246.0923913043478
2944,488,246.17453310696095
2945,262,246.17990495587236
2946,173,246.155072955548
2947,62,246.092605156038
2948,99,246.04272634791454
2949,321,246.06813559322035
2950,320,246.09318874957643
2951,35,246.02168021680217
2952,338,246.05282763291567
2953,112,246.00744752877455
2954,115,245.9631133671743
2955,478,246.0416102841678
2956,21,245.96550557997972
2957,294,245.98174442190668
2958,162,245.9533626225076
2959,259,245.95777027027026
2960,319,245.9824383654171
2961,197,245.96590141796085
2962,161,245.93722578467768
2963,469,246.01248313090417
2964,393,246.06205733558178
2965,344,246.09507754551584
2966,219,246.08594539939332
2967,47,246.0188679245283
2968,377,246.06298416975412
2969,130,246.02390572390573
2970,140,245.98821945472903
2971,223,245.98048452220726
2972,381,246.0258997645476
2973,50,245.95998655010087
2974,300,245.9781512605042
2975,448,246.04603494623655
2976,488,246.12730937185086
2977,361,246.16588314304903
2978,74,246.10808996307486
2979,352,246.14362416107383
2980,139,246.10768198591077
2981,444,246.17404426559355
2982,143,246.13945692256118
2983,104,246.09182305630026
2984,403,246.14438860971524
2985,72,246.08606831882116
2986,206,246.07264814194843
2987,189,246.05354752342703
2988,96,246.00334560053528
2989,351,246.03846153846155
2990,378,246.08258107656303
2991,165,246.05548128342247
2992,221,246.04710992315404
2993,119,246.0046760187041
2994,19,245.9288814691152
2995,277,245.9392523364486
2996,90,245.88722055388723
2997,410,245.94196130753835
2998,159,245.9129709903301
2999,496,245.99633333333333
3000,281,246.00799733422193
3001,407,246.0616255829447
3002,442,246.12687312687314
3003,425,246.18641810918774
3004,134,246.14908485856904
3005,451,246.21723220226215
3006,54,246.15330894579316
3007,224,246.14594414893617
3008,388,246.1930874044533
3009,164,246.165780730897
3010,76,246.10926602457656
3011,374,246.15172642762283
3012,143,246.11749087288416
3013,442,246.1824817518248
3014,443,246.24776119402986
3015,491,246.3289124668435
3016,287,246.34239310573417
3017,7,246.26308813783962
3018,64,246.20271613116927
3019,132,246.16490066225165
3020,391,246.21284342932805
3021,474,246.28821972203838
3022,446,246.35428382401588
3023,116,246.31117724867724
3024,324,246.33685950413224
3025,267,246.34368803701256
3026,369,246.38420878757847
3027,325,246.4101717305152
3028,172,246.3856058104985
3029,344,246.4178217821782
3030,251,246.41933355328274
3031,148,246.38687335092348
3032,68,246.32805802835477
3033,289,246.3421226104153
3034,211,246.3304777594728
3035,224,246.32312252964428
3036,448,246.38952914059928
3037,468,246.46247531270572
3038,463,246.5337282000658
3039,76,246.47763157894738
3040,356,246.51364682670174
3041,282,246.52531229454306
3042,274,246.53434111074597
3043,143,246.5003285151117
3044,409,246.55369458128078
3045,448,246.6198292843073
3046,192,246.60190351165082
3047,167,246.57578740157481
3048,383,246.62053132174483
3049,56,246.55803278688524
3050,362,246.59587020648968
3051,440,246.6592398427261
3052,410,246.7127415656731
3053,145,246.67943680419123
3054,228,246.6733224222586
3055,365,246.71204188481676
3056,419,246.7684003925417
3057,268,246.7753433616743
3058,266,246.781627983001
3059,238,246.77875816993463
3060,23,246.70565174779483
3061,24,246.6329196603527
3062,240,246.6307541625857
3063,259,246.6347911227154
3064,87,246.5827079934747
3065,49,246.51826484018264
3066,56,246.45614607107922
3067,78,246.40123859191655
3068,320,246.42521994134898
3069,239,246.4228013029316
3070,300,246.44024747639205
3071,195,246.42350260416666
3072,307,246.44321509925155
3073,105,246.3972023422251
3074,371,246.43772357723577
3075,191,246.4197009102731
3076,208,246.4072148196295
3077,241,246.40545808966863
3078,273,246.41409548554725
3079,69,246.3564935064935
3080,337,246.38591366439468
3081,435,246.44711226476315
3082,150,246.41582873824197
3083,329,246.44260700389106
3084,50,246.37893030794166
3085,253,246.38107582631238
3086,154,246.35114998380305
3087,209,246.3390544041451
3088,126,246.30009711880868
3089,308,246.3200647249191
3090,310,246.34066645098673
3091,484,246.41752910737387
3092,290,246.43161978661493
3093,411,246.48480930833873
3094,24,246.4129240710824
3095,166,246.38695090439276
3096,322,246.41136583790765
3097,412,246.46481601032926
3098,78,246.4104549854792
3099,262,246.41548387096773
3100,125,246.37633021605933
3101,374,246.41747259832366
3102,255,246.4202384788914
3103,277,246.43009020618555
3104,169,246.40515297906603
3105,117,246.36349001931745
3106,93,246.3141293852591
3107,411,246.36711711711712
3108,417,246.42200064329367
3109,182,246.40128617363345
3110,330,246.4281581485053
3111,343,246.45919023136247
3112,12,246.3838740764536
3113,341,246.41425818882468
3114,382,246.45778491171748
3115,431,246.51700898587933
3116,479,246.59159448187359
3117,432,246.6510583707505
3118,246,246.6508496312921
3119,310,246.67115384615386
3120,377,246.71291252803587
3121,397,246.76105060858424
3122,28,246.69100224143452
3123,112,246.64788732394365
3124,333,246.67552
3125,348,246.70793346129238
3126,439,246.76942756635754
3127,36,246.70204603580564
3128,181,246.68104825822945
3129,422,246.7370607028754
3130,46,246.6729479399553
3131,257,246.67624521072796
3132,234,246.6721991701245
3133,171,246.64805360561581
3134,479,246.72216905901115
3135,471,246.7936862244898
3136,356,246.82849856550845
3137,64,246.770235818993
3138,340,246.79993628544122
3139,430,246.85828025477707
3140,186,246.83890480738617
3141,66,246.78134945894334
3142,161,246.75405663378936
3143,188,246.735368956743
3144,392,246.78155802861684
3145,206,246.76859504132233
3146,403,246.81823959326343
3147,155,246.78907242693774
3148,450,246.85360431883137
3149,405,246.9038095238095
3150,345,246.93494128847985
3151,92,246.88578680203045
3152,278,246.89565493181098
3153,235,246.89188332276476
3154,157,246.86339144215532
3155,361,246.89955640050698
3156,146,246.86759581881532
3157,128,246.8299556681444
3158,123,246.79075656853433
3159,47,246.72753164556963
3160,482,246.8019614046188
3161,49,246.7394054395952
3162,356,246.77394878280114
3163,432,246.8324905183312
3164,436,246.89225908372828
3165,434,246.95135818066962
3166,76,246.89737922323965
3167,454,246.9627525252525
3168,481,247.03660460713158
3169,16,246.96372239747635
3170,89,246.91390728476821
3171,183,246.8937578814628
3172,196,246.8777182477151
3173,172,246.854127284184
3174,228,246.84818897637794
3175,118,246.80761964735515
3176,212,246.79666351904314
3177,326,246.8215859030837
3178,227,246.81535073922618
3179,371,246.85440251572328
3180,224,246.8472178560201
3181,271,246.85480829666875
3182,188,246.8363179390512
3183,68,246.78015075376885
3184,248,246.7805337519623
3185,85,246.7297551789077
3186,388,246.77408220897397
3187,309,246.7936010037641
3188,126,246.75572279711508
3189,480,246.82884012539185
3190,477,246.90097148229395
3191,295,246.91604010025063
3192,238,246.91324772940808
3193,150,246.88290544771448
3194,461,246.94992175273865
3195,237,246.9468085106383
3196,59,246.8880200187676
3197,442,246.9490306441526
3198,478,247.02125664270085
3199,173,246.998125
3200,133,246.96251171508902
3201,343,246.99250468457214
3202,351,247.02497658445208
3203,161,246.99812734082397
3204,137,246.9638065522621
3205,178,246.9422956955708
3206,158,246.9145618958528
3207,72,246.8600374064838
3208,427,246.91617326269866
3209,393,246.96168224299066
3210,150,246.93148551853005
3211,437,246.9906600249066
3212,386,247.03392468098352
3213,461,247.10049782202861
3214,326,247.12503888024884
3215,230,247.11971393034827
3216,409,247.17003419334785
3217,287,247.18241143567434
3218,370,247.22056539297918
3219,149,247.19006211180124
3220,198,247.17479043775225
3221,182,247.15456238361267
3222,462,247.22122246354328
3223,88,247.17183622828784
3224,252,247.17333333333335
3225,98,247.12709237445753
3226,43,247.06383638053921
3227,243,247.0625774473358
3228,493,247.13874264478167
3229,253,247.1405572755418
3230,223,247.13308573197153
3231,389,247.1769801980198
3232,65,247.12063099288588
3233,160,247.09369202226344
3234,278,247.1032457496136
3235,41,247.03955500618048
3236,274,247.04788384306457
3237,403,247.09604694255714
3238,113,247.05464649583206
3239,84,247.00432098765432
3240,406,247.0533785868559
3241,222,247.04565083281923
3242,128,247.00894233734198
3243,3,246.93372379778052
3244,121,246.89491525423728
3245,412,246.94577942082563
3246,131,246.91007083461656
3247,318,246.9319581280788
3248,439,246.99107417666974
3249,199,246.9763076923077
3250,438,247.0350661334974
3251,267,247.04120541205413
3252,4,246.96649246849063
3253,463,247.03288260602335
3254,212,247.0221198156682
3255,68,246.9671375921376
3256,415,247.01872889161805
3257,479,247.08993247391038
3258,96,247.0435716477447
3259,78,246.99171779141105
3260,214,246.98160073597057
3261,430,247.03770692826487
3262,35,246.9727244866687
3263,116,246.9325980392157
3264,386,246.97519142419603
3265,465,247.04194733619107
3266,243,247.04071013161922
3267,259,247.04436964504285
3268,272,247.05200367084734
3269,405,247.10030581039754
3270,143,247.06848058697645
3271,485,247.14119804400977
3272,319,247.16315307057747
3273,255,247.1655467318265
3274,223,247.15816793893129
3275,288,247.1706349206349
3276,13,247.09917607567897
3277,499,247.17602196461257
3278,155,247.1479109484599
3279,448,247.20914634146342
3280,490,247.28314538250532
3281,110,247.24131627056673
3282,371,247.2790130977764
3283,383,247.32034104750304
3284,467,247.38721461187214
3285,119,247.3481436396835
3286,203,247.33465165804685
3287,96,247.28862530413625
3288,450,247.35025843721496
3289,160,247.32370820668692
3290,77,247.27195381343057
3291,321,247.29434993924667
3292,273,247.30215608867294
3293,77,247.2504553734062
3294,18,247.18088012139606
3295,457,247.24453883495147
3296,259,247.24810433727632
3297,394,247.29260157671317
3298,417,247.3440436495908
3299,32,247.27878787878788
3300,474,247.3474704634959
3301,46,247.28649303452454
3302,400,247.33272782319105
3303,350,247.36380145278451
3304,135,247.32980332829047
3305,343,247.3587416817907
3306,109,247.3169035379498
3307,493,247.39117291414752
3308,242,247.3895436687821
3309,471,247.45709969788518
3310,489,247.53005134400485
3311,212,247.51932367149757
3312,151,247.49019015997584
3313,176,247.468617984309
3314,146,247.43800904977377
3315,359,247.47165259348614
3316,141,247.43955381368707
3317,374,247.47769740807715
3318,91,247.43055137089485
3319,294,247.444578313253
3320,473,247.51249623607347
3321,408,247.56080674292596
3322,105,247.51790550707193
3323,127,247.48164861612514
3324,179,247.46105263157895
3325,402,247.50751653638002
3326,298,247.52269311692214
3327,96,247.47716346153845
3328,231,247.47221387804146
3329,70,247.4189189189189
3330,135,247.3851696187331
3331,13,247.31482593037214
3332,319,247.33633363336332
3333,58,247.27954409118178
3334,167,247.25547226386806
3335,296,247.2700839328537
3336,97,247.22505244231346
3337,12,247.15458358298383
3338,192,247.1380652890087
3339,351,247.1691616766467
3340,350,247.19994013768334
3341,171,247.17713943746259
3342,360,247.21088842357165
3343,453,247.27242822966508
3344,358,247.30553064275037
3345,217,247.2964734010759
3346,189,247.2790558709292
3347,36,247.21594982078852
3348,407,247.26366079426694
3349,72,247.2113432835821
3350,277,247.2202327663384
3351,467,247.28579952267305
3352,96,247.24067998807038
3353,448,247.3005366726297
3354,306,247.31803278688525
3355,116,247.27890345649584
3356,111,247.23830801310694
3357,464,247.30285884455031
3358,295,247.31705864840725
3359,22,247.25
3360,342,247.278191014579
3361,10,247.20761451516955
3362,319,247.2289622360987
3363,121,247.19143876337694
3364,383,247.23179791976227
3365,224,247.22489601901367
3366,418,247.27561627561627
3367,357,247.3081947743468
3368,207,247.2962303354111
3369,488,247.36765578635016
3370,94,247.3221595965589
3371,299,247.33748517200473
3372,235,247.33382745330567
3373,433,247.3888559573207
3374,201,247.37511111111112
3375,372,247.4120260663507
3376,458,247.47438554930412
3377,30,247.4100059206631
3378,248,247.41018052678308
3379,381,247.44970414201183
3380,496,247.52321798284532
3381,355,247.55499704316972
3382,31,247.49098433343187
3383,342,247.51891252955082
3384,367,247.55420974889216
3385,25,247.48848198464265
3386,485,247.55860643637436
3387,334,247.5841204250295
3388,298,247.5989967542048
3389,493,247.67138643067847
3390,174,247.64966086700088
3391,129,247.6146816037736
3392,249,247.61508989095196
3393,451,247.6750147318798
3394,419,247.72547864506626
3395,99,247.6816843345112
3396,479,247.74977921695614
3397,439,247.80606238964097
3398,314,247.8255369226243
3399,262,247.82970588235295
3400,424,247.88150543957659
3401,301,247.89711934156378
3402,343,247.92506611813107
3403,404,247.97091656874267
3404,106,247.92922173274596
3405,147,247.89958896065767
3406,423,247.95098326973877
3407,215,247.94131455399062
3408,25,247.87591669111177
3409,54,247.8190615835777
3410,218,247.8103195543829
3411,292,247.82327080890974
3412,84,247.7752710225608
3413,438,247.83099004100762
3414,466,247.89487554904832
3415,376,247.93237704918033
3416,121,247.89522973368452
3417,398,247.93914569923933
3418,394,247.98186604270253
3419,191,247.96520467836257
3420,499,248.0385852090032
3421,381,248.07744009351256
3422,468,248.1416885772714
3423,50,248.08382009345794
3424,207,248.07182481751826
3425,492,248.14302393461762
3426,10,248.07353370294717
3427,474,248.13943990665112
3428,274,248.14698162729658
3429,72,248.09562682215744
3430,398,248.1393179830953
3431,201,248.12558275058274
3432,205,248.1130206816196
3433,120,248.0757134536983
3434,98,248.0320232896652
3435,240,248.02968568102446
3436,234,248.02560372417807
3437,376,248.0628272251309
3438,175,248.04158185519046
3439,88,247.99505813953488
3440,111,247.9552455681488
3441,33,247.8927948866938
3442,50,247.835318036596
3443,444,247.89227642276424
3444,82,247.84412191582004
3445,346,247.87260591990713
3446,328,247.89585146504206
3447,319,247.91647331786544
3448,334,247.94143229921715
3449,335,247.96666666666667
3450,369,248.00173862648506
3451,318,248.02201622247972
3452,118,247.98436142484795
3453,270,247.9907353792704
3454,80,247.94211287988423
3455,355,247.97309027777777
3456,305,247.98958634654323
3457,319,248.01012145748987
3458,334,248.03498120844174
3459,492,248.10549132947978
3460,86,248.05865356833286
3461,456,248.11871750433275
3462,480,248.18567715853305
3463,366,248.21968822170902
3464,123,248.18354978354978
3465,369,248.21840738603578
3466,317,248.238246322469
3467,372,248.27393310265282
3468,6,248.20409339867396
3469,339,248.23025936599424
3470,244,248.22904062229904
3471,402,248.27332949308754
3472,374,248.309530665131
3473,86,248.2628094415659
3474,112,248.22359712230215
3475,454,248.28279631760645
3476,243,248.28127696289906
3477,30,248.21851638872914
3478,283,248.2285139407876
3479,401,248.27241379310345
3480,136,248.24016087331228
3481,319,248.26048248133256
3482,343,248.28768303186908
3483,163,248.26320321469575
3484,237,248.2599713055954
3485,25,248.19592656339645
3486,177,248.1755090335532
3487,488,248.24426605504587
3488,495,248.31498996847233
3489,361,248.34727793696274
3490,47,248.2896018332856
3491,216,248.2803550973654
3492,368,248.31462925851704
3493,105,248.27361190612478
3494,383,248.31216022889842
3495,215,248.30263157894737
3496,369,248.33714612525023
3497,239,248.3344768439108
3498,132,248.3012289225493
3499,61,248.2477142857143
3500,93,248.20337046558126
3501,88,248.15762421473443
3502,59,248.1036254638881
3503,204,248.0910388127854
3504,266,248.09614835948645
3505,133,248.06332002281803
3506,485,248.13088109495294
3507,329,248.1539338654504
3508,86,248.10772299800513
3509,403,248.15185185185186
3510,46,248.09427513528908
3511,252,248.09538724373576
3512,121,248.05920865357245
3513,152,248.03187250996015
3514,393,248.07311522048363
3515,81,248.02559726962457
3516,71,247.97526300824566
3517,353,248.00511654349063
3518,83,247.95822676896844
3519,179,247.93863636363636
3520,352,247.96819085487078
3521,324,247.98977853492335
3522,303,248.00539313085437
3523,260,248.00879682179342
3524,124,247.9736170212766
3525,128,247.93959160521837
3526,68,247.8885738588035
3527,188,247.87159863945578
3528,434,247.92434117313687
3529,427,247.97507082152975
3530,287,247.98612291135655
3531,453,248.04416761041904
3532,396,248.0860458533824
3533,485,248.1530843237125
3534,238,248.15021216407354
3535,34,248.08964932126696
3536,285,248.10008481764206
3537,440,248.15432447710572
3538,224,248.14749929358575
3539,317,248.16694915254237
3540,107,248.1270827449873
3541,135,248.09514398644833
3542,273,248.10217329946374
3543,262,248.10609480812641
3544,93,248.062341325811
3545,235,248.05865764241398
3546,114,248.02086270087398
3547,277,248.02903043968433
3548,229,248.02366863905326
3549,230,248.01859154929576
3550,432,248.0704027034638
3551,142,248.04054054054055
3552,457,248.0993526597242
3553,410,248.14490714687676
3554,419,248.1929676511955
3555,471,248.25562429696288
3556,204,248.24318245712678
3557,287,248.2540753232153
3558,155,248.22787299803315
3559,41,248.1696629213483
3560,209,248.15866329682675
3561,312,248.1765861875351
3562,384,248.2147067078305
3563,345,248.24186307519642
3564,115,248.20448807854137
3565,182,248.1859226023556
3566,82,248.13933277263808
3567,83,248.09304932735427
3568,401,248.13589240683666
3569,166,248.11288515406162
3570,362,248.1447773732848
3571,56,248.0909854423292
3572,123,248.05597537083682
3573,439,248.1094012311136
3574,94,248.06629370629372
3575,277,248.07438478747204
3576,227,248.06849315068493
3577,22,248.00531022917832
3578,65,247.95417714445375
3579,237,247.95111731843576
3580,290,247.96285953644232
3581,289,247.9743160245673
3582,164,247.95087915154897
3583,476,248.01450892857142
3584,73,247.96569037656903
3585,472,248.0281650864473
3586,28,247.96682464454977
3587,286,247.97742474916387
3588,49,247.9219838395096
3589,31,247.8615598885794
3590,224,247.8549150654414
3591,495,247.92371937639197
3592,112,247.8858892290565
3593,179,247.8667223149694
3594,97,247.82475660639778
3595,448,247.88042269187986
3596,225,247.8740617180984
3597,304,247.88966092273486
3598,314,247.90803000833566
3599,18,247.84416666666667
3600,462,247.9036378783671
3601,251,247.9044975013881
3602,347,247.93200111018595
3603,226,247.92591564927858
3604,423,247.97447988904298
3605,224,247.96783139212422
3606,54,247.9140560022179
3607,449,247.96978935698448
3608,450,248.0257689110557
3609,38,247.96759002770082
3610,437,248.01993907504846
3611,327,248.04180509413067
3612,48,247.98643786327153
3613,150,247.95932484781406
3614,395,248
3615,248,248
3616,117,247.96378213989493
3617,180,247.944997236042
3618,90,247.90135396518374
3619,332,247.9245856353591
3620,224,247.91797845898924
3621,349,247.94588625069022
3622,63,247.89483853160365
3623,63,247.84381898454745
3624,221,247.83641379310345
3625,407,247.8803088803089
3626,79,247.83374689826303
3627,443,247.88754134509372
3628,89,247.84375861118767
3629,56,247.79090909090908
3630,80,247.7446984301845
3631,119,247.7092511013216
3632,36,247.65097715386733
3633,210,247.64061640066043
3634,81,247.59477303988996
3635,238,247.59213421342133
3636,212,247.5823480890844
3637,133,247.55085211654756
3638,118,247.51525144270403
3639,233,247.51126373626374
3640,393,247.55122219170556
3641,418,247.5980230642504
3642,458,247.65577820477628
3643,41,247.59906695938528
3644,12,247.5344307270233
3645,198,247.52084476138234
3646,8,247.45516863175212
3647,303,247.4703947368421
3648,400,247.5121951219512
3649,231,247.5076712328767
3650,173,247.4872637633525
3651,157,247.46248630887186
3652,328,247.48453326033396
3653,434,247.53557744937055
3654,22,247.47387140902873
3655,415,247.51969365426694
3656,145,247.49165983046214
3657,475,247.55385456533625
3658,211,247.54386444383712
3659,141,247.51475409836067
3660,479,247.57798415733407
3661,25,247.5172037138176
3662,104,247.4780234780235
3663,339,247.50300218340612
3664,143,247.47448840381992
3665,262,247.4784506273868
3666,435,247.5295882192528
3667,443,247.58287895310795
3668,371,247.6165167620605
3669,219,247.60871934604904
3670,444,247.66221737946063
3671,401,247.70397603485839
3672,57,247.65205554043015
3673,481,247.71556886227546
3674,379,247.7512925170068
3675,162,247.727965179543
3676,389,247.76638564046777
3677,406,247.80940728656878
3678,343,247.83528132644742
3679,477,247.8975543478261
3680,320,247.91714208095627
3681,142,247.88837588267245
3682,492,247.95465653000272
3683,172,247.9340390879479
3684,32,247.8754409769335
3685,357,247.90504612045578
3686,253,247.90642799023595
3687,303,247.92136659436008
3688,311,247.9384657088642
3689,272,247.9449864498645
3690,473,248.00596044432402
3691,444,248.0590465872156
3692,191,248.0435959924181
3693,152,248.0175961017867
3694,337,248.04167794316643
3695,93,247.99972943722943
3696,105,247.96104949959425
3697,264,247.96538669551109
3698,222,247.95836712625035
3699,300,247.97243243243244
3700,384,248.0091867062956
3701,45,247.95434900054025
3702,238,247.95166081555496
3703,466,248.01052915766738
3704,113,247.97408906882592
3705,30,247.91527253103075
3706,383,247.95171297545184
3707,224,247.94525350593312
3708,114,247.90913992990025
3709,489,247.97412398921833
3710,153,247.9485313931555
3711,91,247.90625
3712,452,247.96121734446538
3713,452,248.016155088853
3714,191,248.00080753701212
